sex,education,marital_status,region,employment_status,employment_type,h19_pers_income1,h19_pers_income2,h19_pers_income4,h19_cin,h19_din,debt_financial,debt_private,debt_card,debt_lease,debt_credit,debt_other,housing_debt_balance,housing_tenure,age,total_debt
2.0,7.0,5.0,2.0,3.0,1.0,3769.0,270.0,0.0,590.0,362.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,3.0,29.0,1800.0
1.0,7.0,5.0,2.0,1.0,1.0,4440.0,1440.0,0.0,7957.0,7654.6,4840.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,4840.0
1.0,7.0,1.0,3.0,1.0,1.0,16618.0,1440.0,0.0,22521.0,21081.0,54000.0,0.0,0.0,0.0,0.0,0.0,30000.0,2.0,34.0,54000.0
1.0,6.0,1.0,3.0,1.0,1.0,4600.0,1440.0,0.0,6550.0,6058.0,6700.0,0.0,0.0,0.0,0.0,0.0,5000.0,2.0,38.0,6700.0
1.0,5.0,5.0,3.0,5.0,1.0,3769.0,1440.0,0.0,7139.0,6863.0,5250.0,0.0,0.0,0.0,0.0,0.0,4000.0,2.0,29.0,5250.0
2.0,7.0,5.0,3.0,9.0,1.0,1750.0,1440.0,0.0,8780.0,8108.0,19000.0,0.0,0.0,0.0,0.0,0.0,13000.0,2.0,29.0,19000.0
1.0,6.0,5.0,3.0,1.0,1.0,3503.0,1440.0,0.0,3991.0,3619.0,22326.0,0.0,0.0,0.0,0.0,0.0,22326.0,1.0,35.0,22326.0
2.0,7.0,5.0,2.0,1.0,1.0,4960.0,1440.0,0.0,10638.0,9474.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,10000.0
2.0,9.0,1.0,3.0,1.0,1.0,13212.0,1440.0,0.0,23952.0,18492.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,2.0,36.0,6000.0
2.0,6.0,5.0,3.0,1.0,1.0,3135.0,1440.0,0.0,3155.0,2831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0
1.0,7.0,5.0,4.0,1.0,1.0,2786.0,1440.0,0.0,8757.0,7857.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,1.0,36.0,1700.0
1.0,7.0,5.0,3.0,9.0,1.0,3769.0,300.0,0.0,6458.0,5990.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,3.0,27.0,3000.0
2.0,7.0,5.0,1.0,1.0,1.0,6478.0,1440.0,0.0,24699.0,20511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0
2.0,6.0,5.0,2.0,9.0,1.0,3769.0,420.0,0.0,8018.0,7382.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,26.0,20000.0
1.0,6.0,1.0,3.0,3.0,2.0,3769.0,4032.0,0.0,5402.0,5294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0
2.0,7.0,1.0,5.0,2.0,1.0,3769.0,880.0,0.0,6806.0,6074.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,1.0,37.0,15000.0
2.0,7.0,5.0,3.0,1.0,1.0,4180.0,1440.0,0.0,5038.0,4462.0,2500.0,0.0,0.0,0.0,0.0,0.0,2500.0,3.0,34.0,2500.0
1.0,6.0,5.0,3.0,9.0,1.0,3769.0,480.0,0.0,3802.0,3538.0,9660.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,9660.0
1.0,7.0,1.0,3.0,1.0,1.0,7120.0,1440.0,0.0,11830.0,9958.0,14280.0,0.0,0.0,30000.0,0.0,0.0,0.0,2.0,38.0,44280.0
2.0,5.0,5.0,3.0,9.0,1.0,3769.0,120.0,0.0,2670.0,2557.2,10000.0,0.0,0.0,0.0,0.0,0.0,13000.0,2.0,21.0,10000.0
1.0,7.0,5.0,2.0,1.0,1.0,4500.0,1440.0,0.0,23981.0,7409.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,16000.0
1.0,7.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,6402.0,5766.0,7776.0,0.0,0.0,0.0,0.0,0.0,4776.0,1.0,27.0,7776.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,103.0,0.0,1790.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0
1.0,7.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,10474.0,9346.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,32.0,3000.0
1.0,6.0,5.0,1.0,2.0,1.0,3769.0,2520.0,0.0,10158.0,9210.0,3000.0,0.0,0.0,0.0,0.0,2572.0,0.0,3.0,30.0,5572.0
1.0,7.0,5.0,3.0,2.0,1.0,3769.0,1320.0,0.0,1620.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0
1.0,5.0,5.0,3.0,2.0,1.0,3769.0,2085.0,0.0,12357.0,11241.0,19760.0,0.0,0.0,29000.0,0.0,0.0,0.0,1.0,26.0,48760.0
1.0,8.0,1.0,2.0,1.0,1.0,4850.0,1440.0,0.0,10990.0,9310.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,28000.0
2.0,6.0,5.0,4.0,1.0,1.0,2640.0,1440.0,0.0,2776.0,2500.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,360.0
1.0,6.0,5.0,4.0,1.0,1.0,4845.0,1440.0,0.0,8549.0,7949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0
2.0,5.0,5.0,2.0,2.0,1.0,3769.0,1260.0,0.0,2660.0,2634.8,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,13000.0
2.0,7.0,1.0,3.0,2.0,1.0,3769.0,6390.0,0.0,13309.0,11065.0,11887.0,0.0,0.0,0.0,0.0,0.0,11887.0,1.0,30.0,11887.0
2.0,8.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,8474.0,7166.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,29.0,20000.0
2.0,7.0,1.0,3.0,1.0,1.0,4553.0,1440.0,0.0,11699.0,10247.0,16200.0,0.0,0.0,0.0,0.0,0.0,15300.0,2.0,33.0,16200.0
2.0,7.0,1.0,5.0,1.0,1.0,2250.0,1440.0,0.0,7410.0,6750.0,7000.0,0.0,0.0,0.0,0.0,0.0,7000.0,1.0,35.0,7000.0
2.0,5.0,5.0,3.0,2.0,1.0,3769.0,3200.0,0.0,3200.0,2876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0
1.0,8.0,5.0,3.0,9.0,1.0,3769.0,560.0,0.0,3802.0,3538.0,9660.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,9660.0
1.0,6.0,5.0,4.0,1.0,1.0,3750.0,1440.0,0.0,12403.0,11779.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,1.0,38.0,500.0
1.0,7.0,1.0,3.0,1.0,1.0,5150.0,1440.0,0.0,7078.0,6238.0,13923.0,0.0,0.0,0.0,0.0,3000.0,12942.0,1.0,36.0,16923.0
2.0,7.0,5.0,3.0,1.0,1.0,5220.0,1440.0,0.0,5420.0,4544.0,1700.0,0.0,0.0,0.0,0.0,0.0,1700.0,3.0,28.0,1700.0
1.0,7.0,5.0,3.0,2.0,1.0,3769.0,2880.0,0.0,2880.0,2532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0
1.0,5.0,5.0,1.0,9.0,1.0,3769.0,1440.0,1404.0,10171.0,9667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0
1.0,6.0,3.0,1.0,1.0,1.0,3965.0,1440.0,0.0,8055.0,7383.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,39.0,3000.0
2.0,7.0,5.0,2.0,2.0,1.0,3769.0,3000.0,0.0,8018.0,7382.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,30.0,20000.0
2.0,7.0,5.0,3.0,9.0,1.0,3769.0,800.0,0.0,22218.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0
1.0,7.0,5.0,2.0,9.0,1.0,3769.0,700.0,0.0,3335.0,3297.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0
2.0,7.0,5.0,3.0,1.0,1.0,3300.0,1440.0,0.0,14054.0,12818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0
1.0,7.0,5.0,5.0,2.0,1.0,3769.0,3658.0,0.0,3764.0,3404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,0.0
1.0,7.0,5.0,4.0,6.0,1.0,3769.0,1440.0,0.0,7198.0,6358.0,25000.0,0.0,0.0,31000.0,0.0,0.0,0.0,1.0,36.0,56000.0
1.0,6.0,5.0,1.0,1.0,1.0,4120.0,1440.0,0.0,8204.0,7688.0,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,38.0,10000.0
2.0,7.0,1.0,2.0,1.0,1.0,6860.0,1440.0,0.0,23660.0,19652.0,2958.0,0.0,0.0,35000.0,0.0,0.0,0.0,1.0,39.0,37958.0
2.0,7.0,5.0,3.0,9.0,1.0,3769.0,623.0,0.0,4087.0,3919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,1800.0,0.0,12446.0,11762.0,11000.0,0.0,1636.0,0.0,0.0,0.0,0.0,3.0,31.0,12636.0
2.0,6.0,5.0,1.0,2.0,1.0,3769.0,3018.0,0.0,5591.0,5295.8,860.0,0.0,0.0,0.0,0.0,8400.0,0.0,3.0,32.0,9260.0
1.0,7.0,1.0,3.0,1.0,1.0,8736.0,1440.0,0.0,15924.0,13740.0,22000.0,0.0,220.0,0.0,0.0,0.0,22000.0,2.0,33.0,22220.0
2.0,5.0,5.0,1.0,1.0,1.0,3740.0,1440.0,0.0,14444.0,12188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,1500.0,0.0,7419.0,6927.0,6770.0,0.0,0.0,0.0,0.0,0.0,5670.0,3.0,36.0,6770.0
2.0,6.0,5.0,3.0,2.0,1.0,3769.0,2194.0,0.0,2201.0,2009.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,900.0
2.0,6.0,5.0,3.0,1.0,1.0,2470.0,1440.0,0.0,2490.0,2262.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,290.0
1.0,5.0,1.0,3.0,1.0,1.0,7100.0,1440.0,0.0,7649.0,6461.0,16772.0,0.0,0.0,0.0,0.0,0.0,16772.0,1.0,39.0,16772.0
1.0,7.0,5.0,2.0,2.0,1.0,3769.0,3160.0,0.0,3160.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0
1.0,7.0,5.0,2.0,1.0,1.0,3842.0,1440.0,0.0,17516.0,14900.0,3778.0,0.0,0.0,19000.0,0.0,0.0,0.0,1.0,28.0,22778.0
1.0,7.0,5.0,3.0,1.0,1.0,2975.0,1440.0,0.0,16557.0,15225.0,1120.0,0.0,0.0,1150.0,0.0,0.0,0.0,1.0,33.0,2270.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,180.0,0.0,1564.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0
2.0,5.0,1.0,2.0,2.0,1.0,586.0,1260.0,0.0,5132.0,4652.0,16748.0,0.0,0.0,0.0,0.0,0.0,16748.0,1.0,30.0,16748.0
2.0,8.0,1.0,4.0,1.0,1.0,3752.0,1440.0,0.0,14454.0,12066.0,10000.0,0.0,4720.0,0.0,720.0,0.0,0.0,2.0,34.0,15440.0
2.0,6.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,3320.0,3128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0
2.0,6.0,5.0,2.0,1.0,1.0,2750.0,1440.0,0.0,8219.0,7355.0,3559.0,0.0,0.0,0.0,0.0,0.0,3559.0,1.0,23.0,3559.0
1.0,7.0,5.0,3.0,1.0,1.0,4536.0,1440.0,0.0,4584.0,4068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0
2.0,6.0,5.0,3.0,2.0,1.0,3769.0,2880.0,0.0,15766.0,15022.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,1.0,26.0,3000.0
2.0,6.0,5.0,2.0,2.0,1.0,3769.0,929.0,0.0,7773.0,7497.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,4.0,20.0,140.0
1.0,7.0,5.0,2.0,9.0,1.0,3769.0,575.0,0.0,9768.0,9072.0,17265.0,5000.0,70.0,1000.0,0.0,0.0,11615.0,1.0,24.0,23335.0
2.0,7.0,1.0,2.0,1.0,1.0,4356.0,1440.0,0.0,11088.0,9696.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,2.0,32.0,2000.0
2.0,7.0,1.0,5.0,1.0,1.0,4800.0,1440.0,0.0,9750.0,7938.0,25900.0,0.0,0.0,0.0,0.0,0.0,25900.0,1.0,34.0,25900.0
1.0,6.0,5.0,3.0,9.0,1.0,3769.0,1520.0,0.0,10091.0,9311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0
2.0,6.0,5.0,1.0,1.0,1.0,3152.0,1440.0,0.0,12750.0,11754.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,5.0,23.0,2000.0
2.0,7.0,5.0,2.0,1.0,1.0,3970.0,1440.0,0.0,17729.0,16397.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,1.0,26.0,280.0
1.0,6.0,5.0,2.0,9.0,1.0,3769.0,600.0,0.0,8090.0,7526.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,6000.0
2.0,5.0,1.0,3.0,2.0,1.0,3769.0,2304.0,0.0,8359.0,8153.8,600.0,0.0,0.0,0.0,0.0,3807.0,3807.0,3.0,36.0,4407.0
2.0,7.0,5.0,3.0,1.0,1.0,2910.0,1440.0,0.0,12414.0,11406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0
1.0,7.0,5.0,3.0,9.0,1.0,3769.0,2300.0,0.0,5170.0,5026.0,3400.0,0.0,0.0,0.0,0.0,0.0,1900.0,1.0,27.0,3400.0
2.0,7.0,5.0,3.0,1.0,1.0,4707.0,1440.0,0.0,4812.0,4200.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,3.0,27.0,3000.0
1.0,7.0,5.0,3.0,9.0,1.0,3769.0,1440.0,1116.0,10458.0,9678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0
1.0,7.0,1.0,4.0,1.0,1.0,3576.0,1440.0,0.0,9685.0,9301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0
2.0,5.0,1.0,3.0,2.0,1.0,3769.0,2935.0,0.0,9909.0,9009.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,1.0,39.0,2000.0
1.0,7.0,1.0,1.0,1.0,1.0,6645.0,1440.0,0.0,12117.0,10353.0,19920.0,3000.0,0.0,0.0,0.0,0.0,11000.0,2.0,35.0,22920.0
1.0,7.0,1.0,3.0,1.0,1.0,5100.0,1440.0,0.0,14402.0,13262.0,14000.0,0.0,0.0,2000.0,0.0,0.0,14000.0,1.0,36.0,16000.0
1.0,7.0,5.0,2.0,9.0,1.0,3769.0,1440.0,1000.0,17729.0,16397.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,1.0,23.0,280.0
2.0,5.0,5.0,2.0,2.0,1.0,3769.0,750.0,0.0,3561.0,3552.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0
1.0,7.0,5.0,3.0,1.0,1.0,6020.0,1440.0,0.0,6040.0,5092.0,18000.0,0.0,0.0,0.0,0.0,0.0,18000.0,2.0,33.0,18000.0
2.0,7.0,5.0,3.0,1.0,1.0,4550.0,1440.0,0.0,14400.0,13464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0
1.0,7.0,1.0,3.0,1.0,1.0,9120.0,1440.0,0.0,11220.0,9720.0,32000.0,0.0,0.0,0.0,0.0,0.0,22000.0,2.0,31.0,32000.0
1.0,5.0,5.0,3.0,2.0,1.0,3769.0,1800.0,0.0,9244.0,9218.8,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,2800.0
2.0,5.0,5.0,3.0,9.0,1.0,3769.0,231.0,0.0,1321.0,1321.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,3.0,29.0,400.0
1.0,6.0,5.0,1.0,9.0,1.0,3769.0,1440.0,1580.0,8163.0,7899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0
1.0,5.0,1.0,2.0,1.0,1.0,7158.0,1440.0,0.0,7458.0,6378.0,9700.0,0.0,0.0,0.0,0.0,0.0,8800.0,1.0,38.0,9700.0
1.0,6.0,1.0,1.0,1.0,1.0,4365.0,1440.0,0.0,4883.0,4427.0,5200.0,0.0,0.0,0.0,0.0,0.0,5200.0,3.0,31.0,5200.0
1.0,7.0,5.0,3.0,2.0,1.0,3769.0,2784.0,0.0,8808.0,7872.0,2371.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,32.0,2401.0
2.0,7.0,1.0,1.0,1.0,1.0,5620.0,1440.0,0.0,10965.0,9741.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,1.0,39.0,20000.0
2.0,6.0,5.0,1.0,1.0,1.0,2630.0,1440.0,0.0,8163.0,7899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0
1.0,5.0,5.0,4.0,1.0,1.0,4000.0,1440.0,0.0,8740.0,8212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0
2.0,7.0,5.0,1.0,1.0,1.0,4550.0,1500.0,0.0,6090.0,5538.0,7000.0,0.0,0.0,0.0,0.0,0.0,7000.0,3.0,31.0,7000.0
2.0,7.0,1.0,3.0,1.0,1.0,4571.0,1440.0,0.0,8935.0,7399.0,9700.0,0.0,0.0,0.0,0.0,0.0,9700.0,1.0,39.0,9700.0
2.0,5.0,5.0,2.0,3.0,1.0,3769.0,1200.0,0.0,3960.0,3720.0,3500.0,0.0,0.0,0.0,0.0,0.0,3500.0,1.0,26.0,3500.0
2.0,7.0,5.0,4.0,1.0,1.0,4088.0,1440.0,0.0,4268.0,3692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0
1.0,7.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,3841.0,3517.0,2000.0,0.0,0.0,3300.0,0.0,0.0,0.0,1.0,38.0,5300.0
2.0,7.0,5.0,3.0,1.0,1.0,3168.0,1440.0,0.0,6266.0,5618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0
2.0,8.0,1.0,3.0,1.0,1.0,3276.0,1440.0,0.0,6275.0,5987.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,1000.0
1.0,6.0,1.0,3.0,2.0,3.0,3769.0,3100.0,0.0,5273.0,5105.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,2000.0
2.0,7.0,5.0,3.0,1.0,1.0,2943.0,1440.0,0.0,3386.0,3086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0
1.0,7.0,1.0,2.0,1.0,1.0,3655.0,1440.0,0.0,6109.0,5329.0,12664.0,0.0,0.0,0.0,0.0,0.0,12664.0,1.0,33.0,12664.0
1.0,6.0,5.0,3.0,9.0,1.0,3769.0,1041.0,0.0,1359.0,1282.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0
2.0,8.0,5.0,1.0,5.0,1.0,3769.0,1440.0,0.0,15276.0,14100.0,26000.0,0.0,0.0,0.0,0.0,0.0,26000.0,2.0,37.0,26000.0
1.0,7.0,5.0,3.0,2.0,1.0,3769.0,3600.0,0.0,13810.0,12814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0
2.0,6.0,5.0,2.0,1.0,1.0,2640.0,1440.0,0.0,11204.0,10316.0,11569.0,0.0,0.0,0.0,0.0,4000.0,11569.0,1.0,27.0,15569.0
1.0,6.0,1.0,3.0,3.0,1.0,3769.0,4932.0,0.0,8616.0,8280.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,2.0,37.0,20000.0
1.0,7.0,5.0,3.0,1.0,1.0,4080.0,1440.0,0.0,20266.0,16882.0,1300.0,0.0,0.0,0.0,0.0,0.0,1300.0,1.0,26.0,1300.0
2.0,7.0,5.0,1.0,1.0,1.0,1152.0,1896.0,0.0,3576.0,3288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0
2.0,5.0,5.0,1.0,1.0,1.0,3263.0,1440.0,0.0,6141.0,5793.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,300.0
1.0,5.0,5.0,3.0,2.0,1.0,3769.0,1610.0,0.0,9492.0,9180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,400.0,0.0,12346.0,11098.0,24530.0,0.0,0.0,0.0,0.0,0.0,24530.0,1.0,19.0,24530.0
1.0,6.0,5.0,4.0,1.0,1.0,4200.0,1440.0,0.0,6468.0,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0
2.0,7.0,5.0,3.0,9.0,1.0,3769.0,540.0,0.0,22393.0,22153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0
1.0,8.0,5.0,2.0,6.0,1.0,3769.0,1440.0,0.0,17597.0,15173.0,15700.0,0.0,0.0,0.0,0.0,0.0,12000.0,1.0,28.0,15700.0
2.0,7.0,5.0,3.0,9.0,1.0,3769.0,130.0,0.0,6459.0,5979.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,2.0,22.0,5000.0
2.0,7.0,5.0,4.0,9.0,1.0,3769.0,210.0,0.0,13701.0,13545.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,23.0,50.0
2.0,6.0,1.0,5.0,1.0,1.0,2100.0,1440.0,0.0,8350.0,7414.0,9000.0,0.0,0.0,0.0,0.0,0.0,3500.0,3.0,38.0,9000.0
2.0,5.0,5.0,2.0,2.0,1.0,3769.0,2307.0,0.0,3470.0,3266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0
2.0,7.0,5.0,1.0,1.0,1.0,3050.0,1440.0,0.0,7001.0,6665.0,10875.0,0.0,0.0,0.0,0.0,0.0,6175.0,1.0,39.0,10875.0
1.0,7.0,1.0,3.0,1.0,1.0,5664.0,1440.0,0.0,10578.0,9198.0,19999.0,0.0,0.0,0.0,0.0,0.0,19999.0,1.0,33.0,19999.0
1.0,5.0,5.0,1.0,2.0,1.0,3769.0,1800.0,0.0,9230.0,8558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0
1.0,5.0,5.0,3.0,1.0,1.0,2654.0,413.0,0.0,8966.0,8210.0,800.0,0.0,0.0,6500.0,0.0,0.0,0.0,1.0,20.0,7300.0
1.0,6.0,5.0,3.0,6.0,1.0,3769.0,1440.0,0.0,11630.0,10538.0,47000.0,0.0,0.0,0.0,0.0,0.0,45000.0,1.0,37.0,47000.0
2.0,5.0,1.0,2.0,2.0,1.0,3769.0,684.0,0.0,4743.0,4347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0
2.0,6.0,5.0,3.0,1.0,1.0,2255.0,1440.0,0.0,15958.0,14698.0,8378.0,0.0,0.0,41200.0,0.0,7800.0,8000.0,2.0,25.0,57378.0
1.0,7.0,5.0,2.0,2.0,1.0,3769.0,1890.0,0.0,8306.0,7538.0,0.0,0.0,780.0,3000.0,0.0,0.0,0.0,1.0,31.0,3780.0
2.0,7.0,5.0,2.0,1.0,1.0,5748.0,1440.0,0.0,5768.0,4880.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,3.0,30.0,2000.0
1.0,6.0,5.0,2.0,9.0,1.0,1840.0,1440.0,0.0,9339.0,8343.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,920.0
2.0,7.0,1.0,3.0,1.0,1.0,7120.0,1440.0,0.0,17230.0,14554.0,8000.0,0.0,0.0,0.0,0.0,5000.0,12000.0,1.0,37.0,13000.0
2.0,6.0,1.0,3.0,9.0,1.0,2400.0,1440.0,0.0,10310.0,9014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0
1.0,7.0,5.0,2.0,2.0,1.0,3769.0,1200.0,0.0,9125.0,8237.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,4000.0
1.0,7.0,5.0,3.0,1.0,1.0,4387.0,1440.0,0.0,8757.0,7521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0
1.0,5.0,5.0,4.0,2.0,1.0,3769.0,2400.0,0.0,4866.0,4446.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,200.0
1.0,5.0,5.0,3.0,9.0,1.0,3769.0,1440.0,1320.0,16063.0,14479.0,10000.0,0.0,370.0,0.0,0.0,0.0,10000.0,1.0,21.0,10370.0
1.0,5.0,1.0,3.0,1.0,1.0,4720.0,1440.0,0.0,9475.0,8203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0
1.0,5.0,1.0,3.0,2.0,1.0,3769.0,5020.0,0.0,8605.0,7933.0,4500.0,0.0,150.0,1000.0,0.0,0.0,4500.0,2.0,32.0,5650.0
2.0,6.0,5.0,2.0,9.0,1.0,3769.0,140.0,0.0,62220.0,60804.0,19000.0,0.0,3084.0,0.0,0.0,0.0,19000.0,1.0,21.0,22084.0
2.0,6.0,1.0,3.0,9.0,1.0,492.0,1440.0,0.0,6336.0,5784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0
2.0,7.0,1.0,1.0,1.0,1.0,11196.0,1440.0,0.0,22140.0,17700.0,27000.0,0.0,0.0,0.0,0.0,0.0,27000.0,2.0,33.0,27000.0
2.0,7.0,5.0,1.0,1.0,1.0,4845.0,1440.0,0.0,20345.0,17717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0
1.0,7.0,1.0,2.0,2.0,3.0,3769.0,6000.0,0.0,9841.0,9481.0,10500.0,0.0,0.0,1000.0,0.0,0.0,0.0,4.0,38.0,11500.0
2.0,7.0,5.0,3.0,9.0,1.0,3769.0,369.0,0.0,16080.0,13212.0,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,5172.0
2.0,5.0,5.0,3.0,1.0,1.0,2988.0,1440.0,0.0,5436.0,4956.0,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0,2.0,27.0,15000.0
2.0,7.0,5.0,1.0,1.0,1.0,4550.0,1440.0,0.0,7630.0,6754.0,9800.0,0.0,0.0,0.0,0.0,0.0,9800.0,3.0,30.0,9800.0
