h19_pid,p19_wgc,sex,h19_g4,education,marital_status,region,employment_status,employment_type,h19_pers_income1,h19_pers_income2,h19_pers_income3,h19_pers_income4,h19_pers_income5,h19_cin,h19_din,debt_financial,debt_private,debt_card,debt_lease,debt_credit,debt_other,h1909_aq7,h1909_aq8,h1906_aq2,housing_debt_balance,h1906_10,housing_tenure,age,total_income,total_debt,annual_interest,annual_repayment,annual_debt_service,dsr_raw,dsr,debt_crisis
180003,4257.909564262361,2,1999,7,5,2,2.0,1.0,,1650.0,,0,,16208.0,14924.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,25,1650.0,0,0.0,0.0,0.0,0.0,0.0,0
180004,14200.421563928561,1,2003,5,5,2,2.0,1.0,,5040.0,,0,,16208.0,14924.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,21,5040.0,0,0.0,0.0,0.0,0.0,0.0,0
184804,3369.6235191654628,1,1995,6,5,2,1.0,1.0,3136.0,,,0,,9208.0,8056.0,440,0,0,0,0,0,0.0,30.0,0.0,0.0,1.0,1,29,3136.0,440,30.0,0.0,30.0,0.009566326530612245,0.009566326530612245,0
184803,4570.396257703215,2,1990,6,1,2,1.0,1.0,3892.0,,,0,,8644.0,7588.0,20020,0,0,0,0,0,893.0,0.0,667.0,18220.0,1.0,1,34,3892.0,20020,893.0,667.0,1560.0,0.40082219938335045,0.40082219938335045,1
184851,5530.118060262261,1,1988,7,1,2,1.0,1.0,4550.0,,,0,,8644.0,7588.0,20020,0,0,0,0,0,893.0,0.0,667.0,18220.0,1.0,1,36,4550.0,20020,893.0,667.0,1560.0,0.34285714285714286,0.34285714285714286,0
186504,9867.295297329616,2,1985,6,5,2,8.0,,,400.0,,0,,4178.0,3986.0,4200,0,0,500,0,1700,0.0,202.0,0.0,1100.0,1.0,1,39,400.0,6400,202.0,0.0,202.0,0.505,0.505,1
187004,4460.174222746905,2,2001,6,5,2,1.0,1.0,2750.0,,,0,,8219.0,7355.0,3559,0,0,0,0,0,150.0,0.0,358.0,3559.0,1.0,1,23,2750.0,3559,150.0,358.0,508.0,0.18472727272727274,0.18472727272727274,0
187005,4936.489105848023,2,2001,7,5,2,9.0,,,192.0,,0,,8219.0,7355.0,3559,0,0,0,0,0,150.0,0.0,358.0,3559.0,1.0,1,23,192.0,3559,150.0,358.0,508.0,2.6458333333333335,2.6458333333333335,1
187003,6187.091681626331,2,1997,7,5,1,1.0,2.0,1824.0,852.0,,0,,2832.0,2628.0,0,0,0,0,0,0,0.0,0.0,,,,4,27,2676.0,0,0.0,0.0,0.0,0.0,0.0,0
189603,6514.703968792169,1,1995,7,5,2,1.0,1.0,3000.0,,,0,,18729.0,15621.0,14800,0,0,1000,0,0,0.0,496.0,0.0,0.0,1.0,1,29,3000.0,15800,496.0,0.0,496.0,0.16533333333333333,0.16533333333333333,0
190805,3746.1602677505557,2,2003,7,5,2,9.0,,,92.0,,0,,1640.0,1520.0,5888,0,0,0,0,0,158.0,54.0,212.0,4788.0,1.0,1,21,92.0,5888,212.0,212.0,424.0,4.608695652173913,4.608695652173913,1
192002,4105.985383538804,2,1998,6,5,2,1.0,1.0,3148.0,,,0,,4532.0,4256.0,0,0,0,0,0,2000,0.0,0.0,0.0,2000.0,1.0,3,26,3148.0,2000,0.0,0.0,0.0,0.0,0.0,0
192403,7820.09670461352,1,1990,7,5,2,3.0,2.0,,709.0,,0,,3681.0,3597.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,34,709.0,0,0.0,0.0,0.0,0.0,0.0,0
192404,11218.17862471894,2,1993,6,5,2,1.0,1.0,1226.0,,,0,,3681.0,3597.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,31,1226.0,0,0.0,0.0,0.0,0.0,0.0,0
192903,6578.126614340112,2,1992,7,5,2,2.0,1.0,,2640.0,,0,,19166.0,17942.0,0,0,0,8000,0,0,0.0,0.0,0.0,0.0,1.0,1,32,2640.0,8000,0.0,0.0,0.0,0.0,0.0,0
194951,5530.118060262261,1,1986,7,1,2,1.0,1.0,5652.0,,,0,,8635.0,8059.0,14000,0,0,0,0,0,262.0,0.0,600.0,14000.0,1.0,1,38,5652.0,14000,262.0,600.0,862.0,0.15251238499646144,0.15251238499646144,0
196703,4973.604007770467,1,1995,6,5,2,1.0,1.0,3480.0,,,0,,15374.0,14186.0,19400,0,0,1500,0,0,300.0,960.0,420.0,10000.0,1.0,1,29,3480.0,20900,1260.0,420.0,1680.0,0.4827586206896552,0.4827586206896552,1
197404,4692.2957894111605,2,1992,7,5,2,1.0,1.0,3050.0,,,0,,5486.0,4850.0,0,0,0,1000,0,0,0.0,0.0,0.0,0.0,1.0,1,32,3050.0,1000,0.0,0.0,0.0,0.0,0.0,0
197403,6489.726082275432,1,1989,7,5,2,1.0,1.0,3756.0,,,0,,3898.0,3574.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,35,3756.0,0,0.0,0.0,0.0,0.0,0.0,0
199002,16763.698703614467,1,1987,6,5,2,2.0,2.0,,1760.0,,0,,4982.0,4694.0,1386,0,0,0,0,0,0.0,94.0,,,,4,37,1760.0,1386,94.0,0.0,94.0,0.053409090909090906,0.053409090909090906,0
199403,4110.600580793541,1,1993,6,5,2,2.0,1.0,,2880.0,,0,,9064.0,8488.0,4700,0,0,0,0,0,252.0,0.0,108.0,4700.0,1.0,1,31,2880.0,4700,252.0,108.0,360.0,0.125,0.125,0
199604,7179.848405637694,2,1991,7,5,2,1.0,1.0,3480.0,,,0,,3786.0,3426.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,33,3480.0,0,0.0,0.0,0.0,0.0,0.0,0
200604,9128.406290744313,1,1993,5,5,2,2.0,1.0,,325.0,,0,,6023.0,5783.0,0,1000,0,0,0,0,0.0,144.0,0.0,0.0,1.0,3,31,325.0,1000,144.0,0.0,144.0,0.4430769230769231,0.4430769230769231,1
201103,11168.068815741328,1,1990,7,1,2,1.0,1.0,8420.0,,,0,,11311.0,9955.0,29800,0,0,0,0,0,1120.0,0.0,200.0,29800.0,1.0,1,34,8420.0,29800,1120.0,200.0,1320.0,0.15676959619952494,0.15676959619952494,0
201303,12202.28987369372,2,2003,7,5,2,9.0,,,496.0,,0,,42493.0,36349.0,9000,0,0,1000,0,0,336.0,0.0,1342.0,8200.0,1.0,1,21,496.0,10000,336.0,1342.0,1678.0,3.3830645161290325,3.3830645161290325,1
202103,14633.420168548308,2,2003,5,5,3,1.0,1.0,2790.0,,,0,,2990.0,2714.0,6000,0,0,0,0,0,72.0,0.0,0.0,6000.0,1.0,2,21,2790.0,6000,72.0,0.0,72.0,0.025806451612903226,0.025806451612903226,0
202803,4851.441648209399,2,2001,7,5,2,2.0,1.0,,2450.0,,0,,6226.0,5854.0,4643,0,0,0,0,700,0.0,94.0,0.0,0.0,1.0,1,23,2450.0,5343,94.0,0.0,94.0,0.03836734693877551,0.03836734693877551,0
202903,7915.705010859969,2,2004,5,5,2,1.0,1.0,1075.0,,,0,,6954.0,6762.0,10656,0,0,0,0,3150,300.0,0.0,240.0,13656.0,1.0,1,20,1075.0,13806,300.0,240.0,540.0,0.5023255813953489,0.5023255813953489,1
203303,11581.406510842062,1,1989,7,5,2,1.0,1.0,4370.0,,,0,,12352.0,10924.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,35,4370.0,0,0.0,0.0,0.0,0.0,0.0,0
203304,6170.576239858258,2,1991,7,5,2,1.0,1.0,3830.0,,,0,,3950.0,3542.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,33,3830.0,0,0.0,0.0,0.0,0.0,0.0,0
205102,10327.161628305801,1,1988,6,5,2,1.0,1.0,3370.0,,,0,,12187.0,11323.0,3435,0,0,0,0,0,105.0,0.0,315.0,3435.0,1.0,1,36,3370.0,3435,105.0,315.0,420.0,0.12462908011869436,0.12462908011869436,0
205103,5733.796185675152,1,1989,6,5,2,2.0,3.0,,4870.0,,0,,12187.0,11323.0,3435,0,0,0,0,0,105.0,0.0,315.0,3435.0,1.0,1,35,4870.0,3435,105.0,315.0,420.0,0.08624229979466119,0.08624229979466119,0
207604,7890.06324148918,1,1989,6,5,3,1.0,1.0,3100.0,,,0,,4400.0,4100.0,2750,0,0,0,0,0,80.0,0.0,268.0,2750.0,1.0,1,35,3100.0,2750,80.0,268.0,348.0,0.11225806451612903,0.11225806451612903,0
207603,18160.56304329588,1,1988,6,1,3,2.0,1.0,,1877.0,,0,,4727.0,4475.0,13500,0,0,0,0,0,780.0,0.0,0.0,13500.0,1.0,2,36,1877.0,13500,780.0,0.0,780.0,0.41555673947789024,0.41555673947789024,1
207651,7383.205822291435,2,1991,8,1,3,2.0,3.0,,2630.0,,0,,4727.0,4475.0,13500,0,0,0,0,0,780.0,0.0,0.0,13500.0,1.0,2,33,2630.0,13500,780.0,0.0,780.0,0.2965779467680608,0.2965779467680608,0
209951,4062.0772663107896,1,1990,5,1,2,5.0,,,,4500.0,0,,5206.0,4594.0,8000,0,0,0,0,0,420.0,0.0,180.0,8000.0,1.0,1,34,4500.0,8000,420.0,180.0,600.0,0.13333333333333333,0.13333333333333333,0
212103,13043.792173480546,2,1986,6,1,5,1.0,1.0,2100.0,,,0,,8350.0,7414.0,9000,0,0,0,0,0,62.0,240.0,0.0,3500.0,1.0,3,38,2100.0,9000,302.0,0.0,302.0,0.1438095238095238,0.1438095238095238,0
212303,4975.2119401983355,1,1996,6,5,2,1.0,1.0,2040.0,,,0,,5187.0,4623.0,6000,1000,0,0,0,0,204.0,17.0,0.0,6000.0,1.0,1,28,2040.0,7000,221.0,0.0,221.0,0.10833333333333334,0.10833333333333334,0
212402,7241.471874321058,1,1991,5,5,3,1.0,1.0,2532.0,,,0,,10487.0,9623.0,3752,0,0,0,0,0,0.0,54.0,0.0,0.0,1.0,3,33,2532.0,3752,54.0,0.0,54.0,0.02132701421800948,0.02132701421800948,0
212505,6395.502575957559,1,1997,7,5,2,6.0,,,,3000.0,0,,16585.0,14773.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,27,3000.0,0,0.0,0.0,0.0,0.0,0.0,0
212506,7347.509203469422,2,2002,7,5,2,9.0,,,330.0,,0,,16585.0,14773.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,22,330.0,0,0.0,0.0,0.0,0.0,0.0,0
212603,9979.746062798034,1,1993,7,5,1,1.0,1.0,5220.0,,,0,,5270.0,4502.0,35000,0,0,0,0,0,1020.0,0.0,264.0,35000.0,1.0,1,31,5220.0,35000,1020.0,264.0,1284.0,0.24597701149425288,0.24597701149425288,0
213103,8800.356470573264,2,1991,7,5,2,1.0,1.0,4550.0,,,0,,13228.0,12280.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,33,4550.0,0,0.0,0.0,0.0,0.0,0.0,0
213404,6395.502575957559,1,1997,7,5,2,1.0,1.0,2800.0,,,0,,27642.0,21894.0,13400,0,0,1000,0,0,480.0,690.0,720.0,13400.0,1.0,1,27,2800.0,14400,1170.0,720.0,1890.0,0.675,0.675,1
214404,18735.488888931377,1,1987,6,1,2,1.0,1.0,8300.0,,,0,,9622.0,8434.0,56000,0,0,0,0,0,720.0,0.0,480.0,26000.0,1.0,1,37,8300.0,56000,720.0,480.0,1200.0,0.14457831325301204,0.14457831325301204,0
214451,3854.0680662358327,2,1992,7,1,2,2.0,1.0,,560.0,,0,,9622.0,8434.0,56000,0,0,0,0,0,720.0,0.0,480.0,26000.0,1.0,1,32,560.0,56000,720.0,480.0,1200.0,2.142857142857143,2.142857142857143,1
214503,3826.194183313864,1,1993,7,5,2,2.0,1.0,,1890.0,,0,,8306.0,7538.0,0,0,780,3000,0,0,0.0,40.0,0.0,0.0,1.0,1,31,1890.0,3780,40.0,0.0,40.0,0.021164021164021163,0.021164021164021163,0
214504,3767.9217332005987,1,1995,7,5,2,1.0,1.0,4800.0,,,0,,8306.0,7538.0,0,0,780,3000,0,0,0.0,40.0,0.0,0.0,1.0,1,29,4800.0,3780,40.0,0.0,40.0,0.008333333333333333,0.008333333333333333,0
214704,3584.0527300365643,2,2000,5,5,2,2.0,1.0,,2326.0,,0,,8248.0,7228.0,0,0,0,200,0,0,0.0,0.0,0.0,0.0,1.0,3,24,2326.0,200,0.0,0.0,0.0,0.0,0.0,0
214703,14608.143692913067,2,1996,7,5,3,1.0,1.0,3696.0,,,0,,3780.0,3396.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,28,3696.0,0,0.0,0.0,0.0,0.0,0.0,0
215402,7558.126968081039,2,1988,5,5,2,3.0,1.0,,1200.0,,0,,3796.0,3794.8,700,0,1260,0,0,0,0.0,216.0,0.0,0.0,1.0,3,36,1200.0,1960,216.0,0.0,216.0,0.18,0.18,0
215503,1820.9738060665302,2,1989,7,5,2,1.0,1.0,2704.0,,,0,,4482.0,4194.0,1100,0,0,0,0,0,57.0,0.0,540.0,1100.0,1.0,1,35,2704.0,1100,57.0,540.0,597.0,0.22078402366863906,0.22078402366863906,0
215551,5530.118060262261,1,1985,7,1,2,1.0,1.0,3642.0,,,0,,5598.0,5142.0,9000,0,0,0,0,0,224.0,100.0,0.0,7000.0,1.0,2,39,3642.0,9000,324.0,0.0,324.0,0.08896210873146623,0.08896210873146623,0
216004,10586.364601299787,2,1991,7,5,2,1.0,1.0,3024.0,,,0,,10778.0,10010.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,33,3024.0,0,0.0,0.0,0.0,0.0,0.0,0
216502,3854.0680662358327,2,1993,5,1,2,2.0,1.0,,684.0,,0,,4743.0,4347.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,31,684.0,0,0.0,0.0,0.0,0.0,0.0,0
216803,2536.4803349103313,1,1995,6,5,2,1.0,1.0,4680.0,,,0,,8220.0,7452.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,29,4680.0,0,0.0,0.0,0.0,0.0,0.0,0
217003,9774.328299645824,1,2000,7,5,2,8.0,,,2100.0,,0,,9827.0,8891.0,2000,1000,0,0,0,0,0.0,177.0,0.0,0.0,1.0,1,24,2100.0,3000,177.0,0.0,177.0,0.08428571428571428,0.08428571428571428,0
217104,1670.5871092219668,1,1994,6,5,2,6.0,,,,3600.0,0,,11068.0,10276.0,8800,0,0,0,0,0,0.0,405.0,0.0,0.0,1.0,1,30,3600.0,8800,405.0,0.0,405.0,0.1125,0.1125,0
217103,11759.768667549974,2,1993,5,5,2,1.0,1.0,756.0,,,0,,1906.0,1811.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,31,756.0,0,0.0,0.0,0.0,0.0,0.0,0
217603,7284.330189032459,1,1986,6,5,2,1.0,1.0,4080.0,,,0,,12876.0,11880.0,0,0,0,6600,0,0,0.0,0.0,0.0,0.0,1.0,1,38,4080.0,6600,0.0,0.0,0.0,0.0,0.0,0
217604,3851.1987534630216,2,1988,6,5,2,1.0,1.0,2820.0,,,0,,12876.0,11880.0,0,0,0,6600,0,0,0.0,0.0,0.0,0.0,1.0,1,36,2820.0,6600,0.0,0.0,0.0,0.0,0.0,0
218704,12761.03707940943,1,1992,5,5,2,1.0,1.0,6000.0,,,0,,10300.0,8932.0,2000,0,0,10000,0,0,0.0,192.0,168.0,2000.0,1.0,1,32,6000.0,12000,192.0,168.0,360.0,0.06,0.06,0
218703,7491.377906341237,1,1991,7,5,1,2.0,1.0,,13160.0,,0,,13160.0,12356.0,3000,0,0,0,0,0,0.0,174.0,0.0,0.0,1.0,3,33,13160.0,3000,174.0,0.0,174.0,0.013221884498480243,0.013221884498480243,0
219904,6491.796923175376,2,1989,7,5,2,2.0,1.0,,2580.0,,0,,11494.0,11146.0,640,0,0,30500,0,0,0.0,0.0,0.0,0.0,1.0,1,35,2580.0,31140,0.0,0.0,0.0,0.0,0.0,0
220702,13838.945043149948,2,1996,5,5,2,2.0,1.0,,4408.0,,0,,4408.0,3676.0,1600,0,0,0,0,0,0.0,160.0,,,,4,28,4408.0,1600,160.0,0.0,160.0,0.036297640653357534,0.036297640653357534,0
221503,7136.8064991804495,2,2003,5,5,5,9.0,,,900.0,,0,,6148.0,5596.0,5300,0,0,0,0,0,0.0,324.0,0.0,0.0,1.0,1,21,900.0,5300,324.0,0.0,324.0,0.36,0.36,0
223203,4065.6308896895466,2,1990,7,1,5,1.0,1.0,4800.0,,,0,,9750.0,7938.0,25900,0,0,0,0,0,960.0,0.0,60.0,25900.0,1.0,1,34,4800.0,25900,960.0,60.0,1020.0,0.2125,0.2125,0
223251,2172.9323470049203,1,1989,7,1,5,1.0,1.0,4800.0,,,0,,9750.0,7938.0,25900,0,0,0,0,0,960.0,0.0,60.0,25900.0,1.0,1,35,4800.0,25900,960.0,60.0,1020.0,0.2125,0.2125,0
223204,3678.292470014855,2,1992,7,1,5,1.0,1.0,3600.0,,,0,,10480.0,9100.0,20000,0,0,41000,0,0,0.0,1100.0,0.0,0.0,1.0,3,32,3600.0,61000,1100.0,0.0,1100.0,0.3055555555555556,0.3055555555555556,0
223252,5530.118060262261,1,1986,8,1,5,1.0,1.0,4500.0,,,0,,10480.0,9100.0,20000,0,0,41000,0,0,0.0,1100.0,0.0,0.0,1.0,3,38,4500.0,61000,1100.0,0.0,1100.0,0.24444444444444444,0.24444444444444444,0
223303,5991.613686947343,1,1989,7,3,2,1.0,1.0,4620.0,,,0,,9580.0,8464.0,40000,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,35,4620.0,40000,0.0,0.0,0.0,0.0,0.0,0
223304,4099.919194661686,1,1992,7,1,2,1.0,1.0,3202.0,,,0,,6631.0,5359.0,14400,0,0,0,0,0,6.0,240.0,0.0,5000.0,1.0,3,32,3202.0,14400,246.0,0.0,246.0,0.07682698313554029,0.07682698313554029,0
223352,3854.0680662358327,2,1989,7,1,2,1.0,1.0,2515.0,,,0,,6631.0,5359.0,14400,0,0,0,0,0,6.0,240.0,0.0,5000.0,1.0,3,35,2515.0,14400,246.0,0.0,246.0,0.0978131212723658,0.0978131212723658,0
224703,1536.0982916296177,1,1993,7,5,5,2.0,3.0,,6490.0,,0,,16490.0,13478.0,42600,0,0,0,0,0,395.0,0.0,0.0,12600.0,1.0,2,31,6490.0,42600,395.0,0.0,395.0,0.06086286594761171,0.06086286594761171,0
225204,984.0533803668376,2,1989,6,1,2,2.0,1.0,,360.0,,0,,6200.0,5360.0,0,0,0,0,0,0,0.0,0.0,132.0,9118.0,1.0,3,35,360.0,0,0.0,132.0,132.0,0.36666666666666664,0.36666666666666664,0
225251,4062.0772663107896,1,1989,7,1,2,2.0,3.0,,5007.0,,0,,6200.0,5360.0,0,0,0,0,0,0,0.0,0.0,132.0,9118.0,1.0,3,35,5007.0,0,0.0,132.0,132.0,0.026363091671659677,0.026363091671659677,0
225205,5166.369031823544,1,1994,7,5,5,1.0,1.0,2120.0,,,0,,3028.0,2728.0,8480,0,0,0,0,0,120.0,24.0,0.0,8000.0,1.0,2,30,2120.0,8480,144.0,0.0,144.0,0.06792452830188679,0.06792452830188679,0
226303,7812.0367675850775,1,1987,7,1,1,1.0,1.0,5739.0,,,0,,11669.0,10085.0,28000,0,0,0,0,0,624.0,240.0,180.0,28000.0,1.0,1,37,5739.0,28000,864.0,180.0,1044.0,0.18191322530057502,0.18191322530057502,0
226351,9365.615010852873,2,1985,7,1,1,1.0,1.0,5840.0,,,0,,11669.0,10085.0,28000,0,0,0,0,0,624.0,240.0,180.0,28000.0,1.0,1,39,5840.0,28000,864.0,180.0,1044.0,0.17876712328767122,0.17876712328767122,0
227104,9548.945088116221,2,2000,7,5,2,1.0,1.0,1032.0,,,0,,10336.0,8320.0,13220,0,0,0,0,0,240.0,0.0,540.0,13220.0,1.0,1,24,1032.0,13220,240.0,540.0,780.0,0.7558139534883721,0.7558139534883721,1
227604,15599.386853490912,2,1994,7,5,2,1.0,1.0,4344.0,,,0,,21954.0,20526.0,0,0,0,500,0,0,0.0,0.0,0.0,0.0,1.0,1,30,4344.0,500,0.0,0.0,0.0,0.0,0.0,0
227605,4503.721199364725,2,1997,7,5,2,1.0,1.0,3764.0,,,0,,21954.0,20526.0,0,0,0,500,0,0,0.0,0.0,0.0,0.0,1.0,1,27,3764.0,500,0.0,0.0,0.0,0.0,0.0,0
228203,17716.59830870791,1,1996,8,5,2,6.0,,,,6100.0,0,,17597.0,15173.0,15700,0,0,0,0,0,588.0,0.0,1164.0,12000.0,1.0,1,28,6100.0,15700,588.0,1164.0,1752.0,0.2872131147540984,0.2872131147540984,0
228204,4883.036783651335,2,1997,7,5,2,2.0,1.0,,1200.0,,0,,17597.0,15173.0,15700,0,0,0,0,0,588.0,0.0,1164.0,12000.0,1.0,1,27,1200.0,15700,588.0,1164.0,1752.0,1.46,1.46,1
228503,4949.21789159885,2,2001,7,5,2,9.0,,,800.0,,0,,62220.0,60804.0,19000,0,3084,0,0,0,1200.0,0.0,1200.0,19000.0,1.0,1,23,800.0,22084,1200.0,1200.0,2400.0,3.0,3.0,1
228504,5244.67716041051,2,2003,6,5,2,9.0,,,140.0,,0,,62220.0,60804.0,19000,0,3084,0,0,0,1200.0,0.0,1200.0,19000.0,1.0,1,21,140.0,22084,1200.0,1200.0,2400.0,17.142857142857142,5.0,1
229004,2203.377998614627,2,1998,5,5,2,1.0,1.0,1840.0,1040.0,,0,,6526.0,6070.0,7320,0,0,0,0,0,264.0,0.0,180.0,7320.0,1.0,1,26,2880.0,7320,264.0,180.0,444.0,0.15416666666666667,0.15416666666666667,0
229003,6713.0126557426565,1,1996,5,5,2,1.0,1.0,4032.0,,,0,,4068.0,3672.0,3000,0,0,0,0,0,0.0,1092.0,0.0,0.0,1.0,3,28,4032.0,3000,1092.0,0.0,1092.0,0.2708333333333333,0.2708333333333333,0
229303,6847.187855410184,1,1995,7,5,2,2.0,1.0,,3280.0,,0,,8244.0,7656.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,29,3280.0,0,0.0,0.0,0.0,0.0,0.0,0
229304,3094.1713483974545,2,1997,6,5,2,2.0,1.0,,1896.0,,0,,8244.0,7656.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,27,1896.0,0,0.0,0.0,0.0,0.0,0.0,0
229905,7975.381349329173,1,1991,7,5,3,1.0,1.0,4536.0,,,0,,4584.0,4068.0,0,0,0,0,0,0,0.0,0.0,,,,4,33,4536.0,0,0.0,0.0,0.0,0.0,0.0,0
231203,6847.187855410184,1,1996,5,5,2,2.0,1.0,,3144.0,,0,,10688.0,9296.0,0,0,0,0,0,1044,0.0,0.0,,,,6,28,3144.0,1044,0.0,0.0,0.0,0.0,0.0,0
231204,11720.117551511863,1,1999,5,5,2,3.0,1.0,,2304.0,,0,,10688.0,9296.0,0,0,0,0,0,1044,0.0,0.0,,,,6,25,2304.0,1044,0.0,0.0,0.0,0.0,0.0,0
231304,10816.6436015027,1,1991,6,1,2,2.0,3.0,,4200.0,,0,,4300.0,3952.0,0,0,0,0,0,0,0.0,0.0,,,,5,33,4200.0,0,0.0,0.0,0.0,0.0,0.0,0
231404,6577.928533008897,2,1991,7,5,2,1.0,1.0,6110.0,,,0,,6290.0,5522.0,34000,0,0,0,0,0,0.0,0.0,,,,4,33,6110.0,34000,0.0,0.0,0.0,0.0,0.0,0
231403,13372.193701560322,1,1989,7,1,2,1.0,1.0,7993.0,,,0,,10397.0,8393.0,35820,0,0,0,0,0,369.0,0.0,80.0,3580.0,1.0,1,35,7993.0,35820,369.0,80.0,449.0,0.05617415238333542,0.05617415238333542,0
231451,5316.14424672519,2,1991,7,1,2,2.0,1.0,,1680.0,,0,,10397.0,8393.0,35820,0,0,0,0,0,369.0,0.0,80.0,3580.0,1.0,1,33,1680.0,35820,369.0,80.0,449.0,0.26726190476190476,0.26726190476190476,0
233704,6578.551606497402,1,1989,6,5,2,2.0,3.0,,1560.0,,0,,5072.0,4712.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,35,1560.0,0,0.0,0.0,0.0,0.0,0.0,0
235104,6726.453074251869,2,1996,7,5,2,2.0,1.0,,1200.0,,0,,8731.0,8311.0,0,0,0,2000,0,0,0.0,0.0,0.0,0.0,1.0,1,28,1200.0,2000,0.0,0.0,0.0,0.0,0.0,0
235703,5938.507200550863,2,1989,7,5,1,1.0,1.0,5080.0,,,0,,5120.0,4376.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3,35,5080.0,0,0.0,0.0,0.0,0.0,0.0,0
235704,8746.374631531888,1,1994,8,5,3,1.0,1.0,9556.0,,,0,,9866.0,8378.0,12500,0,0,0,0,0,360.0,0.0,4000.0,12500.0,1.0,2,30,9556.0,12500,360.0,4000.0,4360.0,0.4562578484721641,0.4562578484721641,1
238202,6970.893501716621,2,1986,3,1,3,1.0,1.0,3284.0,245.0,,0,,4281.0,3909.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,38,3529.0,0,0.0,0.0,0.0,0.0,0.0,0
238603,7303.440884217652,2,1987,6,1,2,1.0,1.0,4315.0,,,0,,11101.0,9985.0,13060,0,300,0,0,0,0.0,379.0,,,,5,37,4315.0,13360,379.0,0.0,379.0,0.08783314020857474,0.08783314020857474,0
238651,7628.0192265746455,1,1985,7,1,2,1.0,1.0,5896.0,,,0,,11101.0,9985.0,13060,0,300,0,0,0,0.0,379.0,,,,5,39,5896.0,13360,379.0,0.0,379.0,0.064280868385346,0.064280868385346,0
238604,4180.134318896945,1,1991,7,5,3,1.0,1.0,5350.0,,,0,,5410.0,4726.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,33,5350.0,0,0.0,0.0,0.0,0.0,0.0,0
238902,2450.0035540096987,2,1996,5,1,3,2.0,1.0,,1800.0,,0,,7419.0,6783.0,20000,0,0,0,0,0,408.0,0.0,360.0,20000.0,1.0,1,28,1800.0,20000,408.0,360.0,768.0,0.4266666666666667,0.4266666666666667,1
238951,7781.687299704353,1,1989,7,1,3,1.0,1.0,4745.0,,,0,,7419.0,6783.0,20000,0,0,0,0,0,408.0,0.0,360.0,20000.0,1.0,1,35,4745.0,20000,408.0,360.0,768.0,0.16185458377239198,0.16185458377239198,0
239003,4234.360278140519,1,1997,5,5,2,2.0,1.0,,3000.0,,0,,8518.0,8218.0,4000,0,180,0,0,0,0.0,68.0,0.0,4000.0,1.0,1,27,3000.0,4180,68.0,0.0,68.0,0.02266666666666667,0.02266666666666667,0
239451,7628.0192265746455,1,1985,6,1,2,1.0,1.0,4350.0,,,0,,7566.0,7038.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,39,4350.0,0,0.0,0.0,0.0,0.0,0.0,0
239403,1969.3353971189877,1,1995,6,5,2,1.0,1.0,3096.0,,,0,,3468.0,3156.0,9000,0,0,0,0,0,132.0,0.0,0.0,9000.0,1.0,2,29,3096.0,9000,132.0,0.0,132.0,0.04263565891472868,0.04263565891472868,0
239503,1787.9627798668532,2,2004,7,5,2,9.0,,,420.0,,0,,4161.0,4113.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,20,420.0,0,0.0,0.0,0.0,0.0,0.0,0
240303,3590.4481206702203,2,1995,6,5,2,1.0,1.0,5186.0,,,0,,15374.0,13994.0,3800,0,2700,0,0,0,164.0,300.0,360.0,3800.0,1.0,1,29,5186.0,6500,464.0,360.0,824.0,0.1588893173929811,0.1588893173929811,0
240304,8887.164540203828,1,1996,5,5,2,6.0,,,,6000.0,0,,15374.0,13994.0,3800,0,2700,0,0,0,164.0,300.0,360.0,3800.0,1.0,1,28,6000.0,6500,464.0,360.0,824.0,0.13733333333333334,0.13733333333333334,0
